"Sl No",Asset Id,Asset Name,"Start Chainage","End Chainage","Length (Km)",District
3844,PW05020303016312,Kacheri canal Bank road,0,1.21,1.21,Ernakulam
3845,PW05020303016314,"Bunglavupady-Kesavathuruth-Vaniyakkad Road",0,2,2,Ernakulam
3846,PW05020303016313,"Vazhikulangara-Athani-KshemodayamRoad",0,1.5,1.5,Ernakulam
3847,PW05020303016315,Thattukadavu-Paravur Market road,0,0.3,0.3,Ernakulam
3848,PW05020303016316,Kannankulangara Road,0,1.21,1.21,Ernakulam
3849,PW05020303016317,Pottentheruvu -Pullamkulam,0,0.95,0.95,Ernakulam
3850,PW05020303016318,Road around Zila court,0,0.8,0.8,Ernakulam
3851,PW05020303016319,Vedimara Road,0,0.38,0.38,Ernakulam
3852,PW05020303016320,Chendamangalam Karippaikadavu,0,0.83,0.83,Ernakulam
3853,PW05020303016321,Pazhampillithuruth Road,0,0.54,0.54,Ernakulam
3854,PW05020303016322,Old Fort Varapuzha road,0,0.45,0.45,Ernakulam
3855,PW05020303016323,A.I Jaleel road,0,2.95,2.95,Ernakulam
3856,PW05020303016324,Devasampadam road,0,3,3,Ernakulam
3857,PW05020303016325,Paliyam Nada-Kulikadavu road,0,1.65,1.65,Ernakulam
3858,PW05020303016326,Arankavu-Karimpadam road,0,1.8,1.8,Ernakulam
3859,PW05020303016328,Athani-kavilnada-Chemmayam Road,0,3,3,Ernakulam
3860,PW05020303016327,Varapuzha ferry road,0,2,2,Ernakulam
3861,PW05020303016330,Kochal-Karingamthuruth road,0,1,1,Ernakulam
3862,PW05010404016305,"Karuvalil - Kannattumudi Road(Eravankara Riots)",0,2.628,2.628,Ernakulam
3863,PW424630008,Kodanadu Bridge Approach Road,0,0.65,0.65,Ernakulam
3864,PW424630009,Vazahyila Pallimukku Road,0,2,2,Ernakulam
3865,PW424630010,"Old Ettumanoor -Poonjar Road-Erattupetta-Kaduvamuzhi",0,0.21,0.21,Ernakulam
3866,PW424630011,"Old Ettumanoor- Poonjar Road-Marygiri Junction - Bharanganam",0,0.12,0.12,Ernakulam
3867,PW424630012,"Old Ettumanoor-Poonjar Road-Melambara",0,0.3,0.3,Ernakulam
3868,PW05010301026340,Kurishinmoodu-Kottipillethu road,0,7.2,7.2,Ernakulam
3869,PW424630013,Aylara - Ernoorkarikkam - Manalil road,0,5.1,5.1,Ernakulam
3870,PW05010301026323,"Konni - SCR Station Medical CollegePhase -1 Road",0,4.7,4.7,Ernakulam
3871,PW424630014,"Link road connecting Pala KurishupallyJunction to River View Road",0,0.07,0.07,Ernakulam
3872,PW424630015,"Kalkoonthal Mavady KailassamMullarikudy Road",0,12.6,12.6,Ernakulam
3873,PW424630007,"Panachamoodu PanchamkuzhiMullaluvila",0,4,4,Ernakulam
3874,PW05020301016350,Seaport Airport Road,4.3,10,5.7,Ernakulam
3875,PW05020302036377,Seaport Airport Road,10,11.3,1.3,Ernakulam
3876,PW05020301026348,Seaport Airport Road,0,4.3,4.3,Ernakulam
3877,PW424630006,Kuthirakulam - Vellanad,0,9,9,Ernakulam
3878,PW05030203026330,Peringavu - Kottupadam Road,0,0.7,0.7,Ernakulam
3879,PW424630002,"Sulthan Bathery -Karakandi-Valluvady-Odappallam Road",1.8,12.5,10.7,Ernakulam
3880,PW424630005,Malayinkeezhu- Manjadi road,0,2,2,Ernakulam
3881,PW05010303016321,"Kadayar - Puthen SabarimalaPuthezham",0,2.6,2.6,Ernakulam
3882,PW05030203026338,Chirayil chungam - Kottasseri road,0,3.4,3.4,Ernakulam
3883,PW424630004,Puliyarakonam - Erayankode road,0,2,2,Ernakulam
3884,PW424630003,Chinnakanal Bodimettu via Suryanalli,0,15.3,15.3,Ernakulam
3885,PW05030203026308,"Mangattumuri-Cherumuttam-Valiyaparamba road",0,3.33,3.33,Ernakulam
3886,PW424630001,Maruthenkuzhy PTP,0,1,1,Ernakulam
3887,PW05020401016302,Karunakaran Nambiar Road,0,0.95,0.95,Thrissur
3888,PW05020402026306,Kechery Akkikavu Road,0,9.88,9.88,Thrissur
3889,PW05020402026307,Kechery Mattom Road,0,5.3,5.3,Thrissur
3890,PW05020402026303,"Veloor Post office ThayyoorErumapetty Road",0,6.2,6.2,Thrissur
3891,PW05020402026302,Choondal Aloor Guruvayur road,0,4,4,Thrissur
3892,PW05020402026305,Vettikadavu Road,0,9.05,9.05,Thrissur
3893,PW05020401036304,Palissery Church road,0,2.1,2.1,Thrissur
3894,PW05020401036305,Edakkunny road,7.76,12.03,4.28,Thrissur
3895,PW05020402026318,Kadavallur Road to Boundary,0,0.97,0.97,Thrissur
3896,PW05020401036306,Mulangu road,0,1.89,1.89,Thrissur
3897,PW05020402026319,CheruvalliKadavu Road,0,2.63,2.63,Thrissur
3898,PW05020401036308,Chazhur Thiruthekkad Karanchira road,0,1.8,1.8,Thrissur
3899,PW05020401036309,Chenam Mullakkara road,0,2.56,2.56,Thrissur
3900,PW05020401036303,"Peringottukkara KizhuppillikkaraKaranchira Azhimavu road",0,4.5,4.5,Thrissur
3901,PW05020401036331,"Sasthamkkadavu KodannurChakyarkadavu road",0,4.5,4.5,Thrissur
3902,PW05020402046312,Vazhani road,0,8,8,Thrissur
3903,PW05020402046314,Machad-Thanikudam road,0,6.92,6.92,Thrissur
3904,PW05020402046321,Wadakkanchery ROB road,0,0.9,0.9,Thrissur
3905,PW05020402046302,"Pullanikkad-Mangalam-Panangattukara road",0,5.26,5.26,Thrissur
3906,PW05020402046303,Athani-Puthuruthy road,0,8.8,8.8,Thrissur
3907,PW05020402046304,Athani -Medical college road,0,5.5,5.5,Thrissur
3908,PW05020402046305,Wadakkanchery-Kumblangad road,0,3.23,3.23,Thrissur
3909,PW05020402046306,Parlikkad- Kumblangad road,0,4.9,4.9,Thrissur
3910,PW05020402046307,Wadakkanchery TB road,0,0.32,0.32,Thrissur
3911,PW05020402046320,"Velur Chungam Thayoor KottappuramKumbalangad road",0,9.2,9.2,Thrissur
3912,PW05020402046322,"Pathamkallu- Mangalam-Kallampara-Thachumkuzhi road",0,4,4,Thrissur
3913,PW05020402046310,Nelluvai-Thichoor-Ittonam road,0,5.87,5.87,Thrissur
3914,PW05020403036302,Nandipulam Varandarappilly road,0,2.5,2.5,Thrissur
3915,PW05020402046315,Cheruthuruthy ponnani Road,0,9.3,9.3,Thrissur
3916,PW05020402046316,Kondayur road,0,5,5,Thrissur
3917,PW05020402046317,Mulloorkkara Varavoor road,0,6.9,6.9,Thrissur
3918,PW05020402046318,Chittanda Thalassery road,0,8.77,8.77,Thrissur
3919,PW05020402046319,Varavoor Pilakkad Thali Road,0,4.37,4.37,Thrissur
3920,PW05020402046323,Desamangalam Varavattur road,0,2.76,2.76,Thrissur
3921,PW05020402046424,Nedumpura Pallam Panniyadi road,0,7.4,7.4,Thrissur
3922,PW05020402046425,Arangottukara-Thali- Thichur road,0,6.2,6.2,Thrissur
3923,PW05020403036301,"Chengaloor MannampettaMavinchuvadu road",0,7.05,7.05,Thrissur
3924,PW05020403026301,Kalluthy-Kalavarakadavu,0,3,3,Thrissur
3925,PW05020403036306,Kodakara - Vellikulangara road,0,12.23,12.23,Thrissur
3926,PW05020403036304,Pudukkad-Mupliyam road,0,8.49,8.49,Thrissur
3927,PW05020402026308,"Choondal Pazhunnana MarathamkoduRoad",0,5.5,5.5,Thrissur
3928,PW05020401036321,Pullu Manakkody,0,5.74,5.74,Thrissur
3929,PW05020401036322,Ollur Town Road,0,3.73,3.73,Thrissur
3930,PW05020401016330,Bishop-Palace road,0,2,2,Thrissur
3931,PW05020401016314,Kuriachira - Anchery road,0,2.42,2.42,Thrissur
3932,PW05020401016315,Kozhukkully road,0,3.42,3.42,Thrissur
3933,PW05020401016316,Nellikunnu Road,0,0.92,0.92,Thrissur
3934,PW05020401016317,"Nadathara Vimpin Bhagavathi-Eravimangalam-Puthur-Kalady road",0,2.3,2.3,Thrissur
3935,PW05020405026302,Kaipamangalam - Pulinchode Road,0,6.82,6.82,Thrissur
3936,PW05020405026303,East Tippu Sulthan Road,0,19.18,19.18,Thrissur
3937,PW05020405026315,West Tippu Sulthan,0,13.8,13.8,Thrissur
3938,PW05020405026306,Palappetty Beach road,0,2.26,2.26,Thrissur
3939,PW05020405026310,Kuzhikkal Ferry Road,0,1.06,1.06,Thrissur
3940,PW05020405026301,Cherpu - Thriprayar Road,13.22,14.29,1.07,Thrissur
3941,PW05020405026317,Chemmappilly Ferry Road,0,2.08,2.08,Thrissur
3942,PW05020405026311,Peringottikara Mosque post office road,0,3.6,3.6,Thrissur
3943,PW05020404026301,"Thumbur- Thommana PuthenchiraRoad",0,7.94,7.94,Thrissur
3944,PW05020403026302,Muringoor-Ezhattumugham Road,0,10.3,10.3,Thrissur
3945,PW05020405026312,Anchamkallu- Mullasserry road,0,4.38,4.38,Thrissur
3946,PW05020405026319,Amalanagar- Pavaratty,6.54,11.46,4.92,Thrissur
3947,PW05020405026305,Edamuttam - Edathiruthi Road,0,3.68,3.68,Thrissur
3948,PW05020403026305,Ezhunnallathupatha Road,0,5.79,5.79,Thrissur
3949,PW05020403026308,Chalakudy-Vellikulangara Road.,0,13.08,13.08,Thrissur
3950,PW05020403026306,Pariyaram Church Road.,0,2,2,Thrissur
3951,PW05020403026310,Potta-Kanjirappilly Road,0,5,5,Thrissur
3952,PW05020403026309,Koratty Nalukettu Road,0,6.6,6.6,Thrissur
3953,PW05020403026311,OLD NH Chalakudy road,0,4.43,4.43,Thrissur
3954,PW05020403026312,Chalakudy Market Road,0,0.87,0.87,Thrissur
3955,PW05020403026322,Marancode Kuttichira,0,2.4,2.4,Thrissur
3956,PW05020403026323,Chirangara-Gandhigram Road,0,2,2,Thrissur
3957,PW05020403026317,Kuttikkad Mothirakanny,0,5,5,Thrissur
3958,PW05020403026321,koratty - pulikkakadavu Road,0,4.25,4.25,Thrissur
3959,PW05020403026307,Chalakudy-Pariyaram Road,0,2,2,Thrissur
3960,PW05020403026303,"Muringoor-Palamuri-Meloor PallinadaRoad",0,4.5,4.5,Thrissur
3961,PW05020403026334,Hynarky Memorial Road,0,2,2,Thrissur
3962,PW05020403026343,"Koratty-Kulayidam-Devamatha-WestKoratty Road",0,2.75,2.75,Thrissur
3963,PW05020403026320,Meloor-Palappilly - Nalukettu Road.,0,4,4,Thrissur
3964,PW05020402026309,Cheruvathani Road,0,4.46,4.46,Thrissur
3965,PW05020403026319,Mothirakkanny Panchayath Road,0,4.15,4.15,Thrissur
3966,PW05020403026314,Jeevadhara Hospital Road,0,2,2,Thrissur
3967,PW05020403026336,OLD N.H Koratty Road,0,2.65,2.65,Thrissur
3968,PW05020403036309,Amballur Palappilly road,0,15.35,15.35,Thrissur
3969,PW05020403036310,Palappilly Echippara road,0,8.5,8.5,Thrissur
3970,PW05020403036313,Pudukad Mannampetta road,0,2.2,2.2,Thrissur
3971,PW05020403036315,Kallur Thrikkur Road,0,3.06,3.06,Thrissur
3972,PW05020403036311,Chengalur - Mattumala Road,0,3.25,3.25,Thrissur
3973,PW05020403036312,"Vendoor - Vattanathara - Pookkode -Varakkara Pally Road",0,6.3,6.3,Thrissur
3974,PW05020403026333,Mambra-Koottalapadam Road,0,4.95,4.95,Thrissur
3975,PW05020403026332,Erayamkudy Road,0,3.15,3.15,Thrissur
3976,PW05020403026337,Muringur-Kadukutty Road,0,6.7,6.7,Thrissur
3977,PW05020403026335,JTS Road,0,1,1,Thrissur
3978,PW05020403026338,Meloor-Pushpagiri Road,0,5.6,5.6,Thrissur
3979,PW05020403026326,valoor - Koratty Road,0,4.5,4.5,Thrissur
3980,PW05020403026324,Kakkad Kathikudam Road,0,5.4,5.4,Thrissur
3981,PW05020403026327,Plywood factory Road,0,1.83,1.83,Thrissur
3982,PW05020403026318,KSRTC Road,0,1,1,Thrissur
3983,PW05020403036314,Mupliyam-Inchakund-Kodali road,0,9.85,9.85,Thrissur
3984,PW05020403026316,Thottaveedhi Standard Furniture Road,0,3.89,3.89,Thrissur
3985,PW05020403026315,Mothirakanni-Kuttichira Road,0,2,2,Thrissur
3986,PW05020403016320,IRINJALAKUDA KATTOOR ROAD,0,7.71,7.71,Thrissur
3987,PW05020403016321,"Muriyadu Parakkattukara KappelaKaroor Kodakara Road",0,4.55,4.55,Thrissur
3988,PW05020403026339,Kalabhavan mani smaraka road,0,1.22,1.22,Thrissur
3989,PW05020403026328,"TB Road, chalakudy.",0,0.2,0.2,Thrissur
3990,PW05020403026340,Chalakudy-Mala Road,0,5.83,5.83,Thrissur
3991,PW05020403026341,Thiruthiparambu Road,0,1.98,1.98,Thrissur
3992,PW05020403026329,Rest House link Road,0,0.09,0.09,Thrissur
3993,PW05020403026344,Poolani-Pushpagiri Road,0,1.71,1.71,Thrissur
3994,PW05020403026330,Perumbi-Konoor Road,0,2,2,Thrissur
3995,PW05020403026331,Mambra-Theeradesam Road,0,3.9,3.9,Thrissur
3996,PW05020403026325,Koratty-Parakoottam Road,0,1.5,1.5,Thrissur
3997,PW05020401016323,Peruvankulam road,0,1.58,1.58,Thrissur
3998,PW05020401016331,Poochatti Eravimangalam Road,0,2.6,2.6,Thrissur
3999,PW05020401016332,Valakkavu-Thalikundu-Asarikkadu Road,0,4,4,Thrissur
4000,PW05020401016333,"Valakkavu-Thonippara-Ambilikkunnu-Nalukettu road",0,5.55,5.55,Thrissur
4001,PW05020401016334,"Poochatti-Eravimangalam -Puthur-Puzhamballam Bethasda-Marathakkara",0,4,4,Thrissur
4002,PW05020401016335,"Pallikandam-Koottala -Mulayam Watertank road",0,5.45,5.45,Thrissur
4003,PW05020404026305,"Ashtamichira-Marekkad-kunnatheriroad",0,3.8,3.8,Thrissur
4004,PW05020404026304,Kavanad Road,0,2.1,2.1,Thrissur
4005,PW05020404026303,"AMBAZHAKKAD -KOTTAVATHIL-VADAMA-KOTTAMURI ROAD",0,4.5,4.5,Thrissur
4006,PW05020404026302,"KALLETTUMKARA RAILWAY STATIONROAD",0,3.23,3.23,Thrissur
4007,PW05020404026327,KOMBATHUKADAVU ROAD,0,9.21,9.21,Thrissur
4008,PW05020404026326,MALA-PUTHENCHIRA ROAD,0,4.31,4.31,Thrissur
4009,PW05020404026325,Andanikulam-Puthenchira road,0,6.52,6.52,Thrissur
4010,PW05020404026324,Kombodinjamakkal Road,0,7.25,7.25,Thrissur
4011,PW05020404026323,ONGICHIRA ROAD,0,1.6,1.6,Thrissur
4012,PW05020404026322,AVITTATHUR ROAD,0,3.42,3.42,Thrissur
4013,PW05020402026311,Kattakambal Road,0,7.53,7.53,Thrissur
4014,PW05020402026313,Pathramangalam Road,0,5.35,5.35,Thrissur
4015,PW05020404026330,"KARINGALCHIRA-VELLUR-NARAYANAMANGALAM ROAD",0,4,4,Thrissur
4016,PW05020404026331,"MANIYAMKAVU-KONATHUKUNNUROAD",0,5,5,Thrissur
4017,PW05020404026332,KUZHUR-KUNDUR ROAD,0,3.8,3.8,Thrissur
4018,PW05020403016323,Ezhunnallathupatha Road,2.2,5.79,3.59,Thrissur
4019,PW05020403036324,Thrikkur Manali Road,0,3,3,Thrissur
4020,PW05020403036323,Paliyekkara Eravakkad Road,0,2.9,2.9,Thrissur
4021,PW05020403036322,Puthur Ponnukkara Road,0,1.2,1.2,Thrissur
4022,PW05020403036321,"Mannamangalam Marottichal VelloorChimminidam Road",0,2.4,2.4,Thrissur
4023,PW05020402036314,Putharithara-Kondazhi,0,3.67,3.67,Thrissur
4024,PW05020403036319,"Vellanikode Kallai VepoorVarandarappilly Road",0,7.2,7.2,Thrissur
4025,PW05020402026314,Pazhanji Road,0,5.25,5.25,Thrissur
4026,PW05020402026315,"Road connecting pazhanji road withkattakambal road",0,0.25,0.25,Thrissur
4027,PW05020402026316,New kadavallur road,0,1.48,1.48,Thrissur
4028,PW05020403036318,Pudukad Bazar road,0,0.88,0.88,Thrissur
4029,PW05020403036317,Pudukad Cheruval road,0,2.9,2.9,Thrissur
4030,PW05020403036316,Palakkadavu road,0,1.48,1.48,Thrissur
4031,PW05020404026306,Ezhunnullathpatha road,5.79,9.09,3.3,Thrissur
4032,PW05020404026307,Valiyaparambu-Kuzhur road,0,5.5,5.5,Thrissur
4033,PW05020404026309,Eravathur-Kochukadavu road,0,2.47,2.47,Thrissur
4034,PW05020404026313,Mala-Elanthikkara,0,6.9,6.9,Thrissur
4035,PW05020404026311,Chettiparambu road,0,8.15,8.15,Thrissur
4036,PW05020404026310,Indiragandhi road,0,2.78,2.78,Thrissur
4037,PW05020404026312,"Mala pallippuram-Plavinmuri-Kottamuri road",0,2.52,2.52,Thrissur
4038,PW05020404026314,Mala-Chungam-kombathukadavu,0,4,4,Thrissur
4039,PW05020404026315,CHALAKUDY-MALA ROAD,5.9,9.94,4.04,Thrissur
4040,PW05020404026316,CHALAKUDY-KAROOR ROAD,0,5.6,5.6,Thrissur
4041,PW05020404026317,"KALLUR-ALATHHUR -KOTTAMURYROAD",0,4.94,4.94,Thrissur
4042,PW05020404026319,"ANNALLUR-KAROOR-KUZHIKKATTUSSERY ROAD",0,3,3,Thrissur
4043,PW05020404026320,"AMBAZHAKKAD-CHAKKAMPARAMB-CHALLIPPADI ROAD",0,2.85,2.85,Thrissur
4044,PW05020404026318,KUZHUCHIRA-NADAVARMBU ROAD,0,2.8,2.8,Thrissur
4045,PW05020404026321,"PALAYAMPARAMBU-GURUTHYPALAROAD",0,2,2,Thrissur
4046,PW05020403036325,Amballur - Kallai Road,0,9.8,9.8,Thrissur
4047,PW05020404016335,East TippuSulthan Road (Kodungallur),0,3.95,3.95,Thrissur
4048,PW05020402026317,Kannippayyur-Iringapuram road,0,2.85,2.85,Thrissur
4049,PW05020403026342,Tramway Road,0,0.9,0.9,Thrissur
4050,PW05020402026322,Pazhanji Kadavllur Road,0,2.72,2.72,Thrissur
4051,PW05020402026321,Eyyal Adhoor Pathramangalam Road,0,4.5,4.5,Thrissur
4052,PW05020402026320,Akkikavu Kadangodu Erumapetty Road,0,9.4,9.4,Thrissur
4053,PW05020402026323,"Link Road connecting ThrissurKuttippuram Road and Perumbilavu",0,0.25,0.25,Thrissur
4054,PW05020402026327,Ottappilavu Kothachira Road,0,1.3,1.3,Thrissur
4055,PW05020405016335,Venkidangu Kannoth Pulla road,0,6.5,6.5,Thrissur
4056,PW05020402026324,Koonammochi Inchikunnu Arthat,0,2.65,2.65,Thrissur
4057,PW05020402026325,Vattapadam Erachikada Erakulam,0,2,2,Thrissur
4058,PW05020402026326,"Ullissery Vaduthala Govt U.P SchoolRoad",0,1,1,Thrissur
4059,PW05020401026314,Chirakkakode- Pullanikad Road,0,7.05,7.05,Thrissur
4060,PW05020401026313,"Kundukkad- Kattilapoovam-Varikkulam-Pandiparambu Road",0,7.37,7.37,Thrissur
4061,PW05020401026315,Viyyur-Tanikudam Road,0,8.75,8.75,Thrissur
4062,PW05020401026312,KNR Road,0,3.6,3.6,Thrissur
4063,PW05020401026311,Adat Road,0,4.43,4.43,Thrissur
4064,PW05020401026310,Avanur Road,0,7.85,7.85,Thrissur
4065,PW05020401026308,Avanur- Thangalloor Road,0,3.72,3.72,Thrissur
4066,PW05020401026309,Cheroor Road,0,3.6,3.6,Thrissur
4067,PW05020401026307,Ayyanthole Road,0,3.9,3.9,Thrissur
4068,PW05020401026324,Olari-Elthuruth Road,0,1.81,1.81,Thrissur
4069,PW05020401026320,Attore Road,0,3.98,3.98,Thrissur
4070,PW05020401026321,Kottekkad - Mundur Road,0,9.91,9.91,Thrissur
4071,PW05020401026319,Kaiparambu Parappur Road,0,5.69,5.69,Thrissur
4072,PW05020401026322,Toll gate Chettupuzha Road,0,2.85,2.85,Thrissur
4073,PW05020401026323,Amala-Choorakattukara Road,0,2.72,2.72,Thrissur
4074,PW05020401026325,Amala Pavaratty Road,0,6.54,6.54,Thrissur
4075,PW05020401026326,Seminari-Chottupara Road,0,8.6,8.6,Thrissur
4076,PW05020401026327,kolathum padom Road,0,0.95,0.95,Thrissur
4077,PW05020401026328,Poonnoor--Edakkalathur-Aloor road,0,4,4,Thrissur
4078,PW05020401026329,Adat Chittilappilly Road,0,1.42,1.42,Thrissur
4079,PW05020401026330,Seminary-Parambaya Road,0,4.1,4.1,Thrissur
4080,PW05020401026331,Ollari Pulla Road,0,1.5,1.5,Thrissur
4081,PW05020401026332,Kuttumukku Road,0,3.23,3.23,Thrissur
4082,PW05020401026318,"Kuttoor Poonkunnam Medical CollegeRoad - Reach 1",0,3,3,Thrissur
4083,PW05020401026316,"Kuttoor Poonkunnam Medical CollegeRoad--Reach 2",0,4.53,4.53,Thrissur
4084,PW05020401026317,"Kuttoor Poonkunnam Medical CollegeRoad--Reach 3",0,0.55,0.55,Thrissur
4085,PW05020401026333,Avanur Varadium road,0,3.72,3.72,Thrissur
4086,PW05020401026334,Peringavu road,0,0.88,0.88,Thrissur
4087,PW05020401026335,Kuttoor Chamakad road,0,1.81,1.81,Thrissur
4088,PW05020401026336,Kuttoor Gpvt.Hospital road,0,0.78,0.78,Thrissur
4089,PW05020401026337,Pambur-Padinjattimuri road,0,3.5,3.5,Thrissur
4090,PW05020401026338,Koncheri-Parambai road,0,5,5,Thrissur
4091,PW05020403036326,Chathanmaster road reach II,0,9.15,9.15,Thrissur
4092,PW05020404016336,Puthenpally Munakkal Beach Road,0,2.3,2.3,Thrissur
4093,PW05020404016338,Narayanamangalam Vellur Road,0,2.5,2.5,Thrissur
4094,PW05020404016340,Mathilakam East Ferry Road,0,0.24,0.24,Thrissur
4095,PW05020404016339,Areepalam Panachikkachira Road,0,1.06,1.06,Thrissur
4096,PW05020401016337,"Koottanal Kozhukkully MulayamAshramam Janapath road 3rd reach(Kelanganmoola - Kozhukkully -",0,0.75,0.75,Thrissur
4097,PW05020401016338,"Koottanal Kozhukkully MulayamAshramam Janapath road 4th reach",0,0.85,0.85,Thrissur
4098,PW05020404026335,Poyya-Manalikadu-Poyyakadavu,0,2.8,2.8,Thrissur
4099,PW05020404026334,Alamattam-Kundur-Kochukadavu,0,6,6,Thrissur
4100,PW05020402036317,Kodungallur Shornur Road (old SH),0,1.65,1.65,Thrissur
4101,PW05020401026339,"Patturayakkal to North old Muncipelboundary road y",0,0.3,0.3,Thrissur
4102,PW05020403026345,"Old Chalakudy Mala road(UnderRailway Flyover)",0,0.6,0.6,Thrissur
4103,PW05020402046327,Athani medical college old road,0,0.75,0.75,Thrissur
4104,PW05020405026307,Kothakulam Beach Road,0,2.39,2.39,Thrissur
4105,PW05020405026308,Valapad Beach Road,0,2.5,2.5,Thrissur
4106,PW05020405026322,Karamukku Palazhi Road,0,3.9,3.9,Thrissur
4107,PW05020405026321,Kandassankadavu Mampilly Road,0,2.65,2.65,Thrissur
4108,PW05020405026313,Karamukku Enamavu Road,0,3.74,3.74,Thrissur
4109,PW05020405026320,KandassamKadavu Thriprayar Road,0,7.66,7.66,Thrissur
4110,PW05020405026316,"Muthichur Kadavu Road (Curvedportion)",0,1.49,1.49,Thrissur
4111,PW05020405026314,Muthichur Kadavu Road,0,3.2,3.2,Thrissur
4112,PW05020405026323,Thalikulam - Nambikadavu,0,2.52,2.52,Thrissur
4113,PW05020405016309,Baby Beach Road,0,5.98,5.98,Thrissur
4114,PW05020405016310,Edakazhiyoor Veliyankode Road,0,10.14,10.14,Thrissur
4115,PW05020405016311,Althara Pananthara Road,0,2.14,2.14,Thrissur
4116,PW05020405016312,Thekkiniyedathpady Puzhikkala Road,0,1.73,1.73,Thrissur
4117,PW05020405016319,"Punnayoorkkulam Changaram KulamRoad",0,2.2,2.2,Thrissur
4118,PW05020405016313,Kochannoor-MannalamKunnu Road,0,6.35,6.35,Thrissur
4119,PW05020405016301,Chavakkad-blangad - Chettuva Road,0,8.32,8.32,Thrissur
4120,PW05020405016314,Kottappady Mallad Ovungal Pally Road,0,6.9,6.9,Thrissur
4121,PW05020405016333,Kottappady Anjoor Road,0,2.75,2.75,Thrissur
4122,PW05020405016304,"Mavinchodu Thiruvenkidom KottapadyRoad",0,2.28,2.28,Thrissur
4123,PW05020405016306,Paluvai Pavaratty Road,0,2.83,2.83,Thrissur
4124,PW05020405016307,Chittattukara KunduKadavu Road,0,3.53,3.53,Thrissur
4125,PW05020405016302,"Karuvanthala Ediyanchira KavalaAngadithazham Road",0,13.86,13.86,Thrissur
4126,PW05020405016303,Thamarappilly - Chowalloorpady Road,0,6.7,6.7,Thrissur
4127,PW05020405016308,Mattom - Cheloor - Peruvalloor Road,0,6.16,6.16,Thrissur
4128,PW05020405016334,Koonammoochi Kadavallur Road,0,4.45,4.45,Thrissur
4129,PW05020405016315,Blangad MunakkaKadavu,0,3.55,3.55,Thrissur
4130,PW05020405016305,Vaduthala Attupuram Road,0,5.21,5.21,Thrissur
4131,PW05020405016316,Anjoor Road,0,4.79,4.79,Thrissur
4132,PW05020405016317,Muthuvattoor Guruvayoor Road,0,1.05,1.05,Thrissur
4133,PW05020405016318,Northern Link Road Guruvayur,0,1.08,1.08,Thrissur
4134,PW05020405016320,Chattukulam Thaikkad Road,0,3.01,3.01,Thrissur
4135,PW05020405016321,Pavaratty Cochin Frontier Road,0,1.28,1.28,Thrissur
4136,PW05020405016322,Muthuvattoor - Palayoor Road,0,1.32,1.32,Thrissur
4137,PW05020405016332,Triprayar Kanjani Chavakkad Road,17.1,24,7,Thrissur
4138,PW05020405016323,Cheloor Vaka Road,0,2.41,2.41,Thrissur
4139,PW05020405026304,Thriprayar Kanjany Chavakkad road,0,17.1,17.1,Thrissur
4140,PW05020405016324,Anjoor Juthakulam Road,0,1.21,1.21,Thrissur
4141,PW05020405016325,Chavakkad Byepass Road,0,0.72,0.72,Thrissur
4142,PW05020405016326,Blangad Madu Karukamadu Road,0,4.94,4.94,Thrissur
4143,PW05020405016327,Guruvayoor - Karakkad Road,0,1.05,1.05,Thrissur
4144,PW05020405016328,Mallad Thekkiniyedathupady Road,0,6.13,6.13,Thrissur
4145,PW05020405026318,Manalur Palazhi Road,0,2.54,2.54,Thrissur
4146,PW05020404016310,AZHIKODE CHAMAKKALA ROAD,0,20.03,20.03,Thrissur
4147,PW05020404016330,Pullut Puthenchira Road,0,3.8,3.8,Thrissur
4148,PW05020404016321,ERIYAD FISHING CENTRE ROAD,0,0.83,0.83,Thrissur
